Date,WeekC,Location,FB-S UR,FB-S CK,FB-S OB,FB-M UR,FB-M CK,FB-M OB,FB-Fz UR,FB-Fz CK,FB-Fz OB,BL-MS UR,BL-MS CK,BL-MS OB,CR-M UR,CR-M CK,CR-M OB,CR-H UR,CR-H CK,CR-H OB,ST-CR UR,ST-CR CK,ST-CR OB,ST-BL UR,ST-BL CK,ST-BL OB,CR-LG UR,CR-LG CK,CR-LG OB,Direct Labor,Temp Labor,Direct Overtime Pellet,Indirect Labor,Indirect Overtime Pellet,OT % Pellet
11-Feb-17,05-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-17,05-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-17,12-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-17,12-Feb-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-17,12-Feb-17,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
12-Feb-17,12-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-17,12-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-17,12-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-17,12-Feb-17,CHI,,,,,,,,,,156756,123346,36470,181470,141429,42310,,,,37287,10115,3430,,,,,,,278,48,,,,
13-Feb-17,12-Feb-17,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,7,,
13-Feb-17,12-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-17,12-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-17,12-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-17,12-Feb-17,CHI,69413,68659,22960,193258,152110,54740,,,,31876,33470,10360,,39999,12910,,,,16336,33072,10675,6149,6126,910,,,,284,56,,,,
14-Feb-17,12-Feb-17,MEX,17631.24267,0,0,39837.5304,6853.396498,2304.343517,1722.883959,1723.986252,701.058348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,,7,,
14-Feb-17,12-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-17,12-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-17,12-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-17,12-Feb-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-17,12-Feb-17,MEX,8990.478075,24522.42577,8536.708139,17187.17291,36390.43973,12736.44447,0,0,0,21657.85286,6125.883118,1809.965106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,,7,,
15-Feb-17,12-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-17,12-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-17,12-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-17,12-Feb-17,CHI,,,,,42666,15470,,,,62965,52608,15540,164432,123570,37200,97270,96810,25690,28879,24588,8120,,,,,,,296,32,,,,
16-Feb-17,12-Feb-17,MEX,8653.022096,27265.10713,9119.269989,28016.31981,13781.96938,5379.740987,0,0,0,0,15531.74929,4172.730152,0,0,0,0,0,0,0,0,0,5687.83188,5687.83188,1789.947465,0,0,0,32,8,,7,,
16-Feb-17,12-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-17,12-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-17,12-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-17,12-Feb-17,CHI,,,,40879,39562,14420,,,,161405,204098,64190,124692,168432,52800,,,,26834,41338,14175,,,,,,,296,46,,,,
17-Feb-17,12-Feb-17,MEX,36753.55709,20240.54657,7642.748516,5976.632646,33992.95245,11501.87631,0,0,0,9817.021458,9816.580541,2673.060525,0,0,0,0,0,0,0,0,0,3317.90193,3317.90193,1122.222457,0,0,0,32,8,,7,,
17-Feb-17,12-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-17,12-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-17,12-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-17,12-Feb-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-17,12-Feb-17,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,,
18-Feb-17,12-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-17,12-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-17,19-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-17,19-Feb-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-17,19-Feb-17,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
19-Feb-17,19-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-17,19-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-17,19-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-17,19-Feb-17,CHI,,,,161314,119520,41160,,,,115999,75427,22330,,,,47812,47655,10500,20883,12681,3920,,,,,,,272,58,,,,
20-Feb-17,19-Feb-17,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,7,,
20-Feb-17,19-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-17,19-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Feb-17,19-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Feb-17,19-Feb-17,CHI,,,,,41724,15540,,,,145223,171400,52990,173646,130876,38850,18100,,,34953,26468,9275,,,,,,,297,48,,,,
21-Feb-17,19-Feb-17,MEX,0,0,0,31894.6275,9441.360004,3169.643522,11203.70605,6902.779225,2222.773835,15507.05792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,,7,,
21-Feb-17,19-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Feb-17,19-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-17,19-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-17,19-Feb-17,CHI,,,,156928,61659,21980,,,,,14365,4900,114226,158863,50650,48538,66570,18550,20557,18783,6475,,,,,,,296,56,,,,
22-Feb-17,19-Feb-17,MEX,12485.45235,1765.520652,515.3219775,5910.495066,22021.16864,7503.308451,4166.66754,4642.152648,1771.384851,10258.82049,16085.47515,4763.5592,0,0,0,4893.27704,4893.27704,1153.240982,0,0,0,5441.645761,5441.645761,1759.061215,702.8881544,702.8881544,258.4877085,32,8,,7,,
22-Feb-17,19-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-17,19-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-17,19-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-17,19-Feb-17,CHI,,,,138704,233178,84630,,,,154926,155802,47110,,,,,,,11955,30407,9415,,,,,,,288,58,,,,
23-Feb-17,19-Feb-17,MEX,32700.62414,12458.73277,4681.438371,17870.37412,24211.44687,7874.781192,15315.25894,12335.76096,4464.837797,23042.33287,12391.97791,3831.570468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,,7,,
23-Feb-17,19-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-17,19-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Feb-17,19-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Feb-17,19-Feb-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Feb-17,19-Feb-17,MEX,28289.24755,31908.38411,10390.21382,0,0,0,0,6804.895606,2480.710397,9100.531008,29429.67989,8505.843935,0,0,0,0,0,0,0,0,0,3791.88792,3791.88792,1238.536415,0,0,0,32,8,,7,,
24-Feb-17,19-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Feb-17,19-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-17,19-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-17,19-Feb-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-17,19-Feb-17,MEX,23567.02434,50907.94718,18758.82227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895.94396,1895.94396,641.2699757,0,0,0,24,,,,,
25-Feb-17,19-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-17,19-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-17,26-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-17,26-Feb-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-17,26-Feb-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-17,26-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-17,26-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-17,26-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-17,26-Feb-17,CHI,,,,,,,,,,166526,133690,39620,182344,141402,42180,,,,34834,20493,6580,,,,,,,301,50,,,,
27-Feb-17,26-Feb-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,7,,
27-Feb-17,26-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-17,26-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-17,26-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-17,26-Feb-17,CHI,,,,166148,126665,44030,,,,,32930,10360,78796,77407,23360,86140,86149,24080,37025,28924,9415,,,,,,,298,50,,,,
28-Feb-17,26-Feb-17,MEX,,,,50559.97532,44380.07985,14227.29575,,,,,,,,,,,,,,,,,,,,,,16,8,,7,,
28-Feb-17,26-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-17,26-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Mar-17,26-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Mar-17,26-Feb-17,CHI,,,,165039,154728,55930,,,,28597,,,148821,180529,57110,,,,14333,28644,9450,,,,,,,283,48,,,,
01-Mar-17,26-Feb-17,MEX,9063.339642,9063.339642,2762.897405,44318.79236,59851.64394,19476.96616,2054.960748,2054.960748,911.3758524,,,,,,,,,,,,,,,,,,,32,8,,7,,
01-Mar-17,26-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Mar-17,26-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-17,26-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-17,26-Feb-17,CHI,,,,153192,166014,57470,,,,163331,152325,45570,,11932,3470,,,,26592,18324,5915,,,,,,,289,57,,,,
02-Mar-17,26-Feb-17,MEX,34027.78491,8842.263758,2885.251928,17513.23118,13208.11564,4847.333468,1856.96688,1856.96688,841.2700176,33848.55207,33848.33161,8778.661452,,,,,,,,,,,,,5687.83188,5687.83188,2066.799375,32,8,,7,,
02-Mar-17,26-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-17,26-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Mar-17,26-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Mar-17,26-Feb-17,CHI,,,,59410,99680,32620,,,,160320,200305,59500,72679,73006,21790,,,,16519,32893,10990,,,,,,,286,58,,,,
03-Mar-17,26-Feb-17,MEX,14907.41053,40092.16008,10941.91146,52356.71291,31613.23414,11772.48924,,,,3064.37454,3064.37454,841.049559,,,,,,,,,,,,,1895.94396,1895.94396,750.661533,32,8,,7,,
03-Mar-17,26-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Mar-17,26-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-17,26-Feb-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-17,26-Feb-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-17,26-Feb-17,MEX,,,,31805.56222,47500.89179,16906.97003,,,,,,,,,,,,,,,,,,,,,,16,,,,,
04-Mar-17,26-Feb-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-17,26-Feb-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-17,05-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-17,05-Mar-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-17,05-Mar-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-17,05-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-17,05-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-17,05-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-17,05-Mar-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-17,05-Mar-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-17,05-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-17,05-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Mar-17,05-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Mar-17,05-Mar-17,CHI,,,,162476,119781,41020,,,,,,,174346,141197,43510,,,,32727,22651,7140,,,,,,,291,55,,,,
07-Mar-17,05-Mar-17,MEX,15194.00671,0,0,24726.63658,24727.25386,8013.118964,13806.66074,13806.66074,6033.400736,,,,,,,,,,,,,,,,,,,32,,,7,,
07-Mar-17,05-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Mar-17,05-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Mar-17,05-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Mar-17,05-Mar-17,CHI,,,,58771,102775,38430,,,,179702,106474,31080,73827,110849,34180,,,,28855,28652,8855,,,,,,,303,70,,,,
08-Mar-17,05-Mar-17,MEX,47012.79645,53201.24572,19616.95737,0,0,0,0,0,0,21534.39605,15425.04732,4688.052129,,,,,,,,,,,,,2843.91594,2843.91594,1190.47644,32,8,,7,,
08-Mar-17,05-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Mar-17,05-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-17,05-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-17,05-Mar-17,CHI,,,,,,,16002,15945,5390,206326,250816,77000,,,,,,,30489,26567,8715,,,,,,,299,56,,,,
09-Mar-17,05-Mar-17,MEX,0,9006.307002,3176.25728,39757.50392,36612.15494,12129.52194,3489.859638,3489.859638,1472.222531,9715.610502,12733.68874,3630.401996,,,,3966.050214,3965.521113,737.434017,,,,,,,6459.43698,6459.70153,2537.478486,32,8,,7,,
09-Mar-17,05-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-17,05-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-17,05-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-17,05-Mar-17,CHI,,,,,,,19843,19727,7280,39689,68184,22890,,,,107097,106361,33430,16607,30922,10360,,,,,,,299,56,,,,
10-Mar-17,05-Mar-17,MEX,41717.38088,34661.36088,11652.3393,24071.87453,27217.15738,9587.193368,5171.958756,5171.958756,2138.227961,0,3092.350736,886.243572,,,,,,,,,,,,,,,,32,8,,7,,
10-Mar-17,05-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-17,05-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-17,05-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-17,05-Mar-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-17,05-Mar-17,MEX,10504.85229,17559.59363,6571.31972,,,,,,,,,,,,,,,,,,,,,,,,,16,,,7,,
11-Mar-17,05-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-17,05-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-17,12-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-17,12-Mar-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-17,12-Mar-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-17,12-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-17,12-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-17,12-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-17,12-Mar-17,CHI,47429,13736,4760,106024,107100,35980,,,,,,,189039,148609,44040,,,,34880,24716,7770,,,,,,,287,56,,,,
13-Mar-17,12-Mar-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,7,,
13-Mar-17,12-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-17,12-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Mar-17,12-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Mar-17,12-Mar-17,CHI,69659,103881,37100,83620,40106,12250,,,,,,,180250,175825,51950,,,,30482,28448,9485,,,,,,,281,60,,,,
14-Mar-17,12-Mar-17,MEX,23968.25899,15494.22723,5552.249841,42332.4372,18060.85035,6394.95284,,,,,,,,,,,,,,,,,,,,,,32,8,,7,,
14-Mar-17,12-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Mar-17,12-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-17,12-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-17,12-Mar-17,CHI,,,,,42336,14560,,,,300673,301752,87220,,46502,14810,,,,31195,32992,10290,,,,,,,299,50,,,,
15-Mar-17,12-Mar-17,MEX,23765.43708,9223.282356,3351.521867,33957.02382,46670.86516,15811.29079,,,,8536.156992,12320.76978,3834.326201,,,,,,,,,,,,,10119.04974,10118.7411,3086.4204,32,8,,7,,
15-Mar-17,12-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-17,12-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-17,12-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-17,12-Mar-17,CHI,,,,97551,99120,35210,,,,136317,136880,39830,,,,90690,90183,29870,22878,29372,9415,,,,,,,299,56,,,,
16-Mar-17,12-Mar-17,MEX,15626.10557,25990.72414,9133.048652,24010.14613,35567.68823,14157.85129,1657.848672,1658.069131,736.1112654,19162.26151,12385.80507,3912.589004,,,,11228.998,9332.762097,3637.5669,,,,,,,,,,32,8,,7,,
16-Mar-17,12-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-17,12-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-17,12-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-17,12-Mar-17,CHI,,,,201779,202812,68390,30695,30614,10640,18268,18740,5460,,,,,,,25060,29134,8995,,,,,,,280,62,,,,
17-Mar-17,12-Mar-17,MEX,46990.0059,59641.89963,20540.12776,,,,1730.90001,1731.040927,666.0054306,0,2991.623202,920.9658015,,,,0,1895.94396,769.9516605,,,,,,,,,,32,8,,7,,
17-Mar-17,12-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-17,12-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-17,12-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-17,12-Mar-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,
18-Mar-17,12-Mar-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-17,12-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-17,12-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-17,19-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-17,19-Mar-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-17,19-Mar-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-17,19-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-17,19-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-17,19-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-17,19-Mar-17,CHI,,,,,,,39947,39260,13440,83126,84781,25340,186709,184804,55170,,,,32838,32838,10325,,,,,,,256,101,,,,
20-Mar-17,19-Mar-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
20-Mar-17,19-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-17,19-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-17,19-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-17,19-Mar-17,CHI,,,,,,,,,,168769,170400,49980,186731,188223,56550,,,,26949,22715,7420,,,,,,,281,59,,,,
21-Mar-17,19-Mar-17,MEX,,,,39757.50392,2993.4971,960.6483495,,,,,,,,,,,,,,,,,,,,,,16,,,7,,
21-Mar-17,19-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-17,19-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-17,19-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-17,19-Mar-17,CHI,,,,158888,156244,52360,40033,40796,13650,,,,,,,92259,91645,30650,24667,18765,6195,,,,,,,272,87,,,,
22-Mar-17,19-Mar-17,MEX,36360.2369,20447.09423,6992.946792,0,38658.29734,14046.5197,,,,15789.24493,6286.15652,1771.935998,,,,,,,,,,,,,,,,32,8,,7,,
22-Mar-17,19-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-17,19-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-17,19-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-17,19-Mar-17,CHI,,,,153298,158312,55790,,,,158667,158719,45430,,,,,,,22237,20180,6615,,,,,,,273,64,,,,
23-Mar-17,19-Mar-17,MEX,41496.92228,21562.52657,7293.872781,28988.10131,24244.49362,8285.385335,,,,0,9503.749787,2762.897405,,,,,,,,,,,,,4739.8599,4739.8599,1647.465072,32,8,,7,,
23-Mar-17,19-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-17,19-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-17,19-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-17,19-Mar-17,CHI,24626,24813,8610,,,,45430,46252,15820,68090,68235,19810,73910,73931,21810,,,,18621,22484,7140,,,,,,,263,78,,,,
24-Mar-17,19-Mar-17,MEX,33187.83764,55771.13162,19959.21935,2815.256322,2848.986488,947.4208335,,,,,,,,,,,,,,,,,,,,,,32,8,,7,,
24-Mar-17,19-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-17,19-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-17,19-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-17,19-Mar-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-17,19-Mar-17,MEX,15211.6434,28475.68939,10017.63878,0,2815.697239,938.6024895,,,,,,,,,,,,,,,,,,,,,,16,,,,,
25-Mar-17,19-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-17,19-Mar-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-17,26-Mar-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-17,26-Mar-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-17,26-Mar-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-17,26-Mar-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
