Date,WeekC,Location,FB-S UR,FB-S CK,FB-S OB,FB-M UR,FB-M CK,FB-M OB,FB-Fz UR,FB-Fz CK,FB-Fz OB,BL-MS UR,BL-MS CK,BL-MS OB,CR-M UR,CR-M CK,CR-M OB,CR-H UR,CR-H CK,CR-H OB,ST-CR UR,ST-CR CK,ST-CR OB,ST-BL UR,ST-BL CK,ST-BL OB,CR-LG UR,CR-LG CK,CR-LG OB,Direct Labor,Temp Labor,Direct Overtime Pellet,Indirect Labor,Indirect Overtime Pellet,OT % Pellet
04-Jun-17,04-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-17,04-Jun-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-17,04-Jun-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-17,04-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-17,04-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jun-17,04-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jun-17,04-Jun-17,CHI,,,,,,,82628,81899,29050,35509,36066,10780,68752,64995,19650,,,,63149,74018,23170,,,,,,,256,62,,,,
05-Jun-17,04-Jun-17,MEX,15901.67882,0,0,,,,,,,4585.53888,4585.186146,1483.135232,,,,,,,,,,,,,,,,,8,,7,,
05-Jun-17,04-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jun-17,04-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jun-17,04-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jun-17,04-Jun-17,CHI,,,,139492,141994,48580,,,,169614,170679,49560,,,,,,,23041,20830,6720,,,,,,,272,84,,,,
06-Jun-17,04-Jun-17,MEX,40154.3294,49410.30577,18021.9394,35954.59307,16022.49013,5413.360923,,,,,,,,,,,,,,,,,,,,,,32,8,,7,,
06-Jun-17,04-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jun-17,04-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jun-17,04-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jun-17,04-Jun-17,CHI,,,,255076,254837,89460,,,,36793,36963,10850,,,,,,,26269,26260,8050,,,,,,,272,88,,,,
07-Jun-17,04-Jun-17,MEX,20705.47171,16335.16656,6199.846979,42656.53451,57239.16544,18052.80361,,,,11679.89663,8919.865185,2463.073709,,,,,,,,,,,,,,,,32,8,,7,,
07-Jun-17,04-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jun-17,04-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-17,04-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-17,04-Jun-17,CHI,,,,,,,,,,125502,122123,35140,,,,,,,100635,100035,32480,,,,,,,280,95.5,,,,
08-Jun-17,04-Jun-17,MEX,39292.33628,24851.48228,9377.757698,48181.22703,54225.0775,17557.87405,,,,0,2760.714864,846.561024,,,,,,,,,,,,,2562.280079,2562.280079,781.5477829,32,8,,7,,
08-Jun-17,04-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-17,04-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jun-17,04-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jun-17,04-Jun-17,CHI,,,,,,,,,,59039,60274,17640,121779,121301,35880,48666,47903,12740,21927,21923,7140,,,,,,,272,71,,,,
09-Jun-17,04-Jun-17,MEX,20081.57387,42532.83519,13861.33448,52947.54196,32202.82862,11179.45561,4063.051998,4062.963815,1577.381283,,,,,,,,,,,,,,,,,,,32,8,,7,,
09-Jun-17,04-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jun-17,04-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-17,04-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-17,04-Jun-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-17,04-Jun-17,MEX,0,3005.953011,791.9975205,0,20049.60738,6650.684816,,,,,,,,,,,,,,,,,,,,,,16,,,,,
10-Jun-17,04-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-17,04-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-17,11-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-17,11-Jun-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-17,11-Jun-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-17,11-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-17,11-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun-17,11-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun-17,11-Jun-17,CHI,,,,65533,62730,20860,122405,122248,40110,,,,54825,55088,16050,,,,22082,22077,7455,,,,,,,265,72,,,,
12-Jun-17,11-Jun-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,7,,
12-Jun-17,11-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun-17,11-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-17,11-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-17,11-Jun-17,CHI,,,,157707,160572,58800,,,,,,,,,,,,,124469,125014,39375,,,,,,,265,72,,,,
13-Jun-17,11-Jun-17,MEX,79592.16836,47268.52843,15852.07563,,,,,,,,,,,,,,,,,,,,,,,,,32,16,,7,,
13-Jun-17,11-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-17,11-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-17,11-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-17,11-Jun-17,CHI,,,,,,,,,,157486,158194,48020,44559,44941,13600,,,,106825,105092,30625,,,,,,,265,72,,,,
14-Jun-17,11-Jun-17,MEX,14334.21817,41084.00332,14460.98187,22235.4544,12381.61635,4329.806904,25628.31225,22920.63972,8840.279631,,,,,,,,,,,,,,,,,,,32,16,,7,,
14-Jun-17,11-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-17,11-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-17,11-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-17,11-Jun-17,CHI,,,,112998,112995,38500,,,,,,,138129,140517,42980,73528,71106,17640,20653,16496,5565,,,,,,,265,79,,,,
15-Jun-17,11-Jun-17,MEX,40196.21654,38336.0971,13585.76123,25868.61212,11049.60549,3633.157728,0,2708.55436,1121.693357,7168.343654,7168.343654,1999.559502,,,,,,,,,,7453.705266,7453.550945,2513.22804,1787.456283,1787.456283,541.071542,32,16,,7,,
15-Jun-17,11-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-17,11-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun-17,11-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun-17,11-Jun-17,CHI,,,,70514,71620,24920,33709,33700,10780,130592,129618,38780,,,,,,,20522,24670,8225,,,,,,,265,87,,,,
16-Jun-17,11-Jun-17,MEX,32597.0086,20932.98499,7301.588832,41117.73349,65790.13725,22222.22688,,,,,,,,,,,,,,,,,,,,,,32,16,,7,,
16-Jun-17,11-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun-17,11-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-17,11-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-17,11-Jun-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-17,11-Jun-17,MEX,0,19098.54898,6020.724366,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
17-Jun-17,11-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-17,11-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-17,18-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-17,18-Jun-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-17,18-Jun-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-17,18-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-17,18-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jun-17,18-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jun-17,18-Jun-17,CHI,,,,,,,128439,130520,44380,,,,,,,,,,79528,78336,22680,,,,,,,265,24,,,,
19-Jun-17,18-Jun-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,7,,
19-Jun-17,18-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jun-17,18-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-17,18-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-17,18-Jun-17,CHI,,,,131713,134162,44940,,,,105173,105431,30870,57582,57952,16350,,,,29073,25008,8015,,,,,,,257,45,,,,
20-Jun-17,18-Jun-17,MEX,,,,34462.08835,25952.38639,9271.93757,3438.933701,3438.933701,1506.614072,,,,,,,,,,,,,,,,,,,32,16,,7,,
20-Jun-17,18-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-17,18-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-17,18-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-17,18-Jun-17,CHI,,,,134128,134748,47530,,,,,,,22569,22393,7070,,,,117646,116208,35210,,,,,,,264,48,,,,
21-Jun-17,18-Jun-17,MEX,24325.40192,23182.5225,7385.914247,55575.40847,49541.67705,16570.21952,1940.03568,1940.03568,771.1641828,10556.9687,10556.9687,3357.584478,,,,,,,,,,2402.99874,2402.99874,793.65096,2305.401718,2305.401718,781.5477829,32,16,,7,,
21-Jun-17,18-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-17,18-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-17,18-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-17,18-Jun-17,CHI,,,,,,,,,,54239,54672,15960,45568,45838,14670,78356,78269,18620,101163,97290,29470,,,,,,,266,20,,,,
22-Jun-17,18-Jun-17,MEX,62819.67807,36143.10722,12517.08816,11241.18401,25784.6174,7098.76692,2837.963558,2837.963558,1261.905026,,,,,,,,,,,,,,,,,,,32,16,,7,,
22-Jun-17,18-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-17,18-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-17,18-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-17,18-Jun-17,CHI,,,,,,,56976,56967,18480,161728,162480,48300,,,,,,,10302,18300,5915,,,,,,,265,56,,,,
23-Jun-17,18-Jun-17,MEX,70361.56678,84952.79558,29537.04323,,,,,,,,,,,,,,,,,,,,,,,,,32,16,,7,,
23-Jun-17,18-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-17,18-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-17,18-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-17,18-Jun-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-17,18-Jun-17,MEX,0,13228.11124,5179.674807,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
24-Jun-17,18-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-17,18-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-17,25-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-17,25-Jun-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-17,25-Jun-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-17,25-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-17,25-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jun-17,25-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jun-17,25-Jun-17,CHI,144776,145813,52010,,,,62700,64657,21070,13848,13796,4410,,,,33287,33360,7280,26864,22708,7280,,,,,,,268,24,,,,
26-Jun-17,25-Jun-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,7,,
26-Jun-17,25-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jun-17,25-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-17,25-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-17,25-Jun-17,CHI,67139,67500,23800,,,,,,,75122,75746,21770,62780,63252,18690,73418,73480,17500,28619,30405,10255,,,,,,,265,47,,,,
27-Jun-17,25-Jun-17,MEX,44140.22089,34797.64839,10550.59745,,,,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
27-Jun-17,25-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-17,25-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-17,25-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-17,25-Jun-17,CHI,,,,88001,88825,30450,,,,67708,68040,20510,150295,150864,47020,,,,29293,26403,8015,,,,,,,257,55,,,,
28-Jun-17,25-Jun-17,MEX,55760.5937,68663.44032,24244.38339,27224.43251,9636.024947,3233.025369,5165.344998,3539.90374,1402.116696,,,,,,,,,,,,,,,,,,,44,22,,7,,
28-Jun-17,25-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-17,25-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-17,25-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-17,25-Jun-17,CHI,,,,,,,,,,72858,73194,21350,,,,30039,29750,7140,14229,21307,7070,16382,16401,4725,,,,252,16,,,,
29-Jun-17,25-Jun-17,MEX,15260.14429,6121.914863,1883.267591,44850.09758,58998.68961,18936.29145,0,1625.000341,630.9525132,9338.494021,9338.494021,2826.279252,,,,,,,,,,4797.620053,4797.620053,1543.2102,1942.526862,1942.526862,796.9798849,44,22,,7,,
29-Jun-17,25-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-17,25-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-17,25-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-17,25-Jun-17,CHI,,,,,,,,,,80765,81144,23730,101783,103530,31600,,,,16662,16656,5285,,,,,,,2656,68,,,,
30-Jun-17,25-Jun-17,MEX,42612.44279,39332.32747,14008.49059,32854.94516,36294.03318,11942.79351,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
30-Jun-17,25-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-17,25-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-17,25-Jun-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-17,25-Jun-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-17,25-Jun-17,MEX,0,8857.806089,3639.771486,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,
01-Jul-17,25-Jun-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-17,25-Jun-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-17,02-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-17,02-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-17,02-Jul-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-17,02-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-17,02-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jul-17,02-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jul-17,02-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jul-17,02-Jul-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,7,,
03-Jul-17,02-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jul-17,02-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-17,02-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-17,02-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-17,02-Jul-17,MEX,,,,39779.54978,21686.73294,6759.260676,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
04-Jul-17,02-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-17,02-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-17,02-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-17,02-Jul-17,CHI,36873,37169,12670,,,,80784,82600,25900,100807,102060,30660,,,,44109,44720,9870,28900,22715,7070,,,,,,,280,84,,,,
05-Jul-17,02-Jul-17,MEX,34691.3653,34692.37941,11164.0235,45570.99721,39043.41647,12965.17027,,,,,,,,,,,,,,,,,,,1660.119396,1660.119396,491.9754118,44,22,,7,,
05-Jul-17,02-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-17,02-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-17,02-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-17,02-Jul-17,CHI,,,,162364,163305,60200,,,,,,,,,,23921,23824,5530,100119,106869,32235,,,,,,,282,85,,,,
06-Jul-17,02-Jul-17,MEX,0,0,0,63787.49132,60479.95095,17173.72494,11846.34287,11846.34287,4732.143849,6007.49685,6007.585033,1978.615935,,,,,,,,,,,,,,,,44,22,,7,,
06-Jul-17,02-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-17,02-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-17,02-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-17,02-Jul-17,CHI,11924,12028,4410,,,,,,,125774,125726,37870,,,,,,,121361,122100,35735,,,,,,,283,93,,,,
07-Jul-17,02-Jul-17,MEX,65480.61337,49859.71063,19001.43696,13957.23397,35823.86112,9427.912029,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
07-Jul-17,02-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-17,02-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-17,02-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-17,02-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-17,02-Jul-17,MEX,20901.67987,36521.12758,12583.77689,0,6060.406914,2223.876128,,,,,,,,,,,,,,,,,,,,,,22,22,,,,
08-Jul-17,02-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-17,02-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-17,09-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-17,09-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-17,09-Jul-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-17,09-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-17,09-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-17,09-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-17,09-Jul-17,CHI,,,,,,,41000,41548,12530,91175,85700,25060,,,,,,,140370,140864,41545,,,,,,,248,74,,,,
10-Jul-17,09-Jul-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,7,,
10-Jul-17,09-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-17,09-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-17,09-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-17,09-Jul-17,CHI,,,,141641,142600,50120,,,,144707,151740,44940,,,,,,,24740,24780,7875,,,,,,,256,56,,,,
11-Jul-17,09-Jul-17,MEX,33269.40733,29160.27948,10332.89458,,,,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
11-Jul-17,09-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-17,09-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-17,09-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-17,09-Jul-17,CHI,,,,153929,150780,53620,,,,154957,154882,46830,,,,,,,32988,28994,9415,,,,,,,256,74,,,,
12-Jul-17,09-Jul-17,MEX,0,4109.899451,1211.971154,71631.40831,54529.11196,17246.03536,,,,,,,,,,,,,,,,,,,,,,44,22,,7,,
12-Jul-17,09-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-17,09-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-17,09-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-17,09-Jul-17,CHI,,,,,,,,,,130572,131976,39270,20144,19590,5880,108719,110253,27020,22675,26585,8925,,,,,,,264,121,,,,
13-Jul-17,09-Jul-17,MEX,37804.24073,16296.96109,4657.187925,37264.11716,50455.83068,16747.13755,,,,9066.051283,9066.051283,2573.413238,,,,,,,,,,,,,,,,44,22,,7,,
13-Jul-17,09-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-17,09-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-17,09-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-17,09-Jul-17,CHI,,,,108457,113024,35350,,,,,,,125543,126245,39500,,,,20111,20070,6440,,,,,,,248,76,,,,
14-Jul-17,09-Jul-17,MEX,0,21507.76465,7292.770488,46135.37122,34157.85548,11356.92478,12625.66402,10849.20862,4440.675534,,,,,,,,,,,,,,,,1356.481766,1356.481766,424.691447,44,22,,7,,
14-Jul-17,09-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-17,09-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-17,09-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-17,09-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-17,09-Jul-17,MEX,34185.4569,34185.4569,12638.34039,0,15887.56947,5131.725062,0,1776.014482,771.1641828,,,,,,,,,,,,,,,,,,,22,22,,,,
15-Jul-17,09-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-17,09-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-17,16-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-17,16-Jul-17,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-17,16-Jul-17,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-17,16-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-17,16-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jul-17,16-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jul-17,16-Jul-17,CHI,,,,,,,39087,39756,11480,97000,95903,26810,168139,168636,49180,,,,24080,24072,8085,,,,,,,256,96,,,,
17-Jul-17,16-Jul-17,MEX,27989.42386,2973.435368,1060.957013,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,7,,
17-Jul-17,16-Jul-17,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jul-17,16-Jul-17,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jul-17,16-Jul-17,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jul-17,16-Jul-17,CHI,,,,12182,,,,,,151662,152325,45290,20581,18477,5915,,,,20581,18477,5915,,,,,,,265,184,,,,
18-Jul-17,16-Jul-17,MEX,0,25014.97438,9484.680119,40637.13374,30302.05662,10143.85133,,,,15884.04213,15885.07829,5214.683633,,,,,,,,,,,,,,,,44,22,,7,,
