Location,Date,Pork Skins Large,PS Total FG LBS,PS Seasoning Used,PS Actual FG LBS,PS Fried Lbs,PS Waste Lbs,PS Overweight reported,PS % Waste,PS Yield,% Bellies Used,ST Fried Lbs,ST Finished Goods Lbs,Mix Fix lbs Produced,Cheese Curls lbs Used,% Cheese Product,ST Waste Lbs,ST % Waste,ST Yield,CR Fried Lbs,CR Finished Goods Lbs,CR Waste Lbs,CR % Waste,CR Yield,TR Fried Lbs,TR Finished Goods Lbs,TR Waste Lbs,TR % Waste,TR Yield,BL Fried Lbs,BL Finished Goods Lbs,BL Waste Lbs,BL % Waste,BL Yield,RTE CR Fried Lbs,RTE CR Finished Goods Lbs,RTE CR Waste Lbs,RTE CR % Waste,RTE CR Yield,CR TT Fried Lbs,CR TT Finished Goods Lbs,Cheese Curls lbs Used1,CR TT Waste Lbs,CR TT % Waste,CR TT Yield,TT Fried Lbs Total,TT Finished Goods Lbs Total,Finished Goods CASES Total,TT Bags Produced,Daily Changeovers,MH Trainings,MH Direct for Clips/Displays,MH Direct for Bulk,H Prod Hrs Used For Maint,MH Direct Labor,MH Indirect Labor,Productivity,PRd Fried Direct Labor lbs/hr,Prd Fried Indirect Labor lbs/hr,Prd FG Direct Labor lbs/hr,Prd FG Indirect Labor lbs/hr,Prd Bags/hr Direct Labor,Prd Bags/hr Indirect Labor,WeekC,Incidents (blank or # of recordable incidents that day),Days safe (No need to type anything),IFR (No need to type anything),"Training compliance (fill #actual / #plan %, monthly)",Comments Safety,Comments on intiatives,NR's (weekly),Complaints (weekly),"Holds (weekly, number)",Comments on Quality,OTIF,Cases cut,Outages,Comments on Service,Comments on Lbs & Yields,Comments on productivity,Comments on pellets Lbs & Yields
OH,14-Apr-18,,27159,1874,25285,21140,33,,1.3051216136049E-03,1.19607379375591,0.8311,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,21140,25285,10973,146453,23,,12,,,288.5,178.75,% OT,73.2755632582322,118.265734265734,87.6429809358752,141.454545454545,507.636048526863,819.317482517483,08-Apr-18,,39,,,,,,,,,,,,,,,
OH,13-Apr-18,,15567,831,14736,11740,41,,2.78230184581976E-03,1.25519591141397,0.8846,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,9590,8767,6,0.07%,91.42%,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,9590,8767,,6,0.07%,91.42%,21330,23503,11465,140624,15,,14,,,288.75,191.5,,73.8701298701299,111.383812010444,81.395670995671,122.731070496084,487.009523809524,734.328981723238,08-Apr-18,,38,,,,,,,,,,,,,,,
OH,12-Apr-18,,25390,1984,23406,18830,76,,3.24703067589507E-03,1.24301646309081,0.7807,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,18830,23406,13134,155538,17,,20,,,287.25,197.5,,65.5526544821584,95.3417721518987,81.4830287206266,118.511392405063,541.472584856397,787.53417721519,08-Apr-18,,37,,,,,,,,,,,,,,,
OH,11-Apr-18,,24224,1770,22454,18970,78,,3.47376859356907E-03,1.18365840801265,0.8081,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,18970,22454,10623,147144,22,,16,,,288.25,202.5,,65.8109280138768,93.679012345679,77.8976582827407,110.883950617284,510.473547267997,726.637037037037,08-Apr-18,,36,,,,,,,,,,,,,,,
OH,10-Apr-18,,21423,2003,19420,16450,60,,3.08959835221421E-03,1.18054711246201,0.8,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,16450,19420,9105,143828,17,,20,,,296,200.25,,55.5743243243243,82.147315855181,65.6081081081081,96.9787765293383,485.905405405405,718.242197253433,08-Apr-18,,35,,,,,,,,,,,,,,,
OH,09-Apr-18,,21936,1255,20681,16520,55,,2.65944586818819E-03,1.25187651331719,0.8093,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,16520,20681,9715,147144,21,,14,,,284,259.75,,58.169014084507,63.599615014437,72.8204225352113,79.618864292589,518.112676056338,566.483156881617,08-Apr-18,,34,,,,,,,,,,,,,,,
OH,08-Apr-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,25.25,,,0,,0,,0,08-Apr-18,,33,,,"We had 1 incident on 4/13. A machine operator was pulling some slack on some film when the film broke, and he hit his arm on the former leaving a bruise. There was no medical attention needed.",,,,,3 new complaints. 2- bettermade for low bag fill and hard product. 1- mac's 2.5 for rancid product. Customers have been contacted and replacement product  has been sent out.,,,,,,,
OH,07-Apr-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,20.5,% OT,,0,,0,,0,01-Apr-18,,32,,,,,,,,,,,,,,,
OH,06-Apr-18,,16192,928,15264,12810,74,,4.84800838574424E-03,1.19156908665105,0.7432,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,13090,10926,,0.00%,83.47%,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,13090,10926,,0,0.00%,83.47%,25900,26190,10166,141404,32,,13,,,308.75,215.25,,83.8866396761134,120.325203252033,84.8259109311741,121.672473867596,457.988663967611,656.929152148664,01-Apr-18,,31,,,,,,,,,,,,,,,
OH,05-Apr-18,,17345,1951,15394,12880,84,,5.45667143042744E-03,1.19518633540373,0.8207,7490,5641,,,#DIV/0!,6,0.11%,75.31%,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,7490,5641,,6,0.11%,75.31%,20370,21035,8955,143716,23,,6,,,309.75,211.75,,65.7627118644068,96.198347107438,67.909604519774,99.3388429752066,463.974172719935,678.706021251476,01-Apr-18,,30,,,,,,,,,,,,,,,
OH,04-Apr-18,,21283,1877,19406,16520,152,,7.83262908378852E-03,1.17469733656174,0.7966,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,16520,19406,9679,166164,12,,14,,,290.25,198.25,,56.916451335056,83.3291298865069,66.8596037898363,97.8865069356873,572.485788113695,838.153846153846,01-Apr-18,,29,,,,,,,,,,,,,,,
OH,03-Apr-18,,22797,1166,21631,16170,7,,3.23609634321113E-04,1.33772418058132,0.7706,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,16170,21631,9273,94856,9,,9,,,267.5,205,,60.4485981308411,78.8780487804878,80.8635514018692,105.517073170732,354.601869158879,462.712195121951,01-Apr-18,,28,,,,,,,,,,,,,,,
OH,02-Apr-18,,26987,1703,25284,19880,61,,2.41259294415441E-03,1.27183098591549,0.8908,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,19880,25284,12433,143076,18,,,,,289.25,251,,68.7294727744166,79.203187250996,87.4122731201383,100.733067729084,494.644770959378,570.02390438247,01-Apr-18,,27,,,,,,,,,,,,,,,
OH,01-Apr-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,25,,,0,,0,,0,01-Apr-18,,26,,,No accidents or incidents,,,,,,,,,,"4/3-Machine #3 was down for about 6 hours     4/4- Had issues with fryer #2 for about 3 hours. We were experimenting with some different dwell times on the skins the last few days, which obviously wasn't working out.",,
OH,31-Mar-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,19.5,% OT,,0,,0,,0,25-Mar-18,,25,,,,,,,,,,,,,,,
OH,30-Mar-18,,14493,1089,13404,10990,24,,1.7905102954342E-03,1.2196542311192,0.8408,9840,8675,,,#DIV/0!,12,0.14%,88.16%,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,9840,8675,0,12,0.14%,88.16%,20830,22079,8981,123044,34,,7,,,294.5,174.25,,70.7300509337861,119.540889526542,74.9711375212224,126.7087517934,417.806451612903,706.134863701578,25-Mar-18,,24,,,,,,,,,,,,,,,
OH,29-Mar-18,,27188,1114,26074,19600,48,,1.84091432077932E-03,1.33030612244898,0.7464,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,19600,26074,14827,152396,6,,16,,,317,188.25,,61.8296529968454,104.116865869854,82.2523659305994,138.507304116866,480.744479495268,809.540504648074,25-Mar-18,,23,,,,,,,,,,,,,,,
OH,28-Mar-18,,17981,1487,16494,12600,3,,1.81884321571481E-04,1.30904761904762,1,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,13020,11084,12,0.11%,85.13%,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,13020,11084,0,12,0.11%,85.13%,25620,27578,10578,139824,20,,,,,316.25,190.25,,81.0118577075099,134.664914586071,87.203162055336,144.956636005256,442.131225296443,734.948751642576,25-Mar-18,,22,,,,,,,,,,,,,,,
OH,27-Mar-18,,25581,1240,24341,18130,43,,1.76656669816359E-03,1.34258135686707,0.5521,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,18130,24341,11026,154772,15,,10,,,294.5,195.5,,61.5619694397284,92.7365728900256,82.6519524617997,124.506393861893,525.541595925297,791.6726342711,25-Mar-18,,21,,,,,,,,,,,,,,,
OH,26-Mar-18,,21036,1371,19665,14910,47,,2.39003305364861E-03,1.31891348088531,0.7136,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,14910,19665,10370,110012,14,,12,,,277.5,267.75,,53.7297297297297,55.6862745098039,70.8648648648649,73.4453781512605,396.43963963964,410.875816993464,25-Mar-18,,20,,,,,,,,,,,,,,,
OH,25-Mar-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,50.5,,,0,,0,,0,25-Mar-18,,19,,,"We had a great week as far as safety is concerned. Zero Accidents, Incidents or Near misses.",,,,,"3 BM complaints. 1 for pig hair in product, 1 for stale product and 1 for very small product",,,,Everything shipped on time and in full this week,USDA testing on 3-26,,
OH,24-Mar-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,% OT,,,,,,,18-Mar-18,,18,,,,,,,,,,,,,,,
OH,23-Mar-18,,18638,1216,17422,12810,46,,2.64033980025255E-03,1.360031225605,0.388,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,12810,17422,7879,98608,4,,28,,,216,146.5,,59.3055555555556,87.4402730375427,80.6574074074074,118.921501706485,456.518518518519,673.092150170648,18-Mar-18,,17,,,,,,,,,,,,,,,
OH,22-Mar-18,,15190,1448,13742,11130,58,,4.22063746179595E-03,1.23468104222821,0.8644,6640,5478,,,#DIV/0!,7,0.13%,82.50%,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,6640,5478,0,7,0.13%,82.50%,17770,19220,8055,107748,18,,11,,,292.5,204.25,,60.7521367521367,87.0012239902081,65.7094017094017,94.1003671970624,368.369230769231,527.529987760098,18-Mar-18,,16,,,,,,,,,,,,,,,
OH,21-Mar-18,,15869,675,15194,12040,5,,3.29077267342372E-04,1.26196013289037,0.6686,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,8890,7940,0,0.00%,89.31%,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,8890,7940,0,0,0.00%,89.31%,20930,23134,9304,114872,13,,14,,,295.75,196,,70.7692307692308,106.785714285714,78.2214708368554,118.030612244898,388.409129332206,586.081632653061,18-Mar-18,,15,,,,,,,,,,,,,,,
OH,20-Mar-18,,23569,1793,21776,17150,72,,3.30639235855988E-03,1.26973760932945,0.8082,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,17150,21776,9599,148066,22,,16,,,300,193.75,,57.1666666666667,88.5161290322581,72.5866666666667,112.392258064516,493.553333333333,764.211612903226,18-Mar-18,,14,,,,,,,,,,,,,,,
OH,19-Mar-18,,22482,1358,21124,16240,93,,4.40257526983526E-03,1.30073891625616,0.6552,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,16240,21124,10105,137811,18,,,,,293.25,239,,55.3793691389599,67.9497907949791,72.0341005967604,88.3849372384937,469.943734015345,576.615062761506,18-Mar-18,,13,,,,,,,,,,,,,,,
OH,18-Mar-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,31,,,0,,0,,0,18-Mar-18,,12,,,"No Accidents, Incidents or Near Misses this week",,,,,1 complaint for org. product had no flavor. 1 Complaint for 2 soft chewy pieces in the bag.,,,,,,,
OH,17-Mar-18,,8433,735,7698,6580,0,,0,1.16990881458967,0.7447,1640,1331,,,#DIV/0!,4,0.30%,81.16%,11690,10115,2,0.02%,86.53%,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,13330,11446,,,0.00%,85.87%,19910,19144,7060,119060,16,,17,,,273.75,139.75,% OT,72.7305936073059,142.468694096601,69.9324200913242,136.98747763864,434.922374429224,851.949910554562,11-Mar-18,,11,,,,,,,,,,,,,,,
OH,16-Mar-18,,16281,1242,15039,11830,102,,6.78236584879314E-03,1.27125950972105,0.7515,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,,#DIV/0!,#DIV/0!,11830,15039,7472,137414,13,,30,,,267.75,213.25,,44.1830065359477,55.4747948417351,56.1680672268908,70.5228604923798,513.217553688142,644.379835873388,11-Mar-18,,10,,,,,,,,,,,,,,,
OH,15-Mar-18,,24674,1580,23094,17080,64,,2.77128258422101E-03,1.35210772833724,0.6598,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,,#DIV/0!,#DIV/0!,17080,23094,11991,132454,17,,16,,,294.25,213.75,,58.0458793542906,79.906432748538,78.4842820730671,108.042105263158,450.14103653356,619.66783625731,11-Mar-18,,9,,,,,,,,,,,,,,,
OH,14-Mar-18,,16916,1339,15577,12180,23,,1.47653591834114E-03,1.27889983579639,0.7759,4440,3740,,,#DIV/0!,4,0.11%,84.23%,1120,962,,0.00%,85.89%,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,5560,4702,,,0.00%,84.57%,17740,20279,8680,123300,29,,18,,,288.25,223,,61.5437987857762,79.5515695067265,70.3521248915872,90.9372197309417,427.753686036427,552.914798206278,11-Mar-18,,8,,,,,,,,,,,,,,,
OH,13-Mar-18,,21673,958,20715,15400,36,,1.73787110789283E-03,1.34512987012987,0.6045,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,,#DIV/0!,#DIV/0!,15400,20715,8749,126120,13,,21,,,264.25,211.5,,58.2781456953642,72.8132387706856,78.391674550615,97.9432624113475,477.275307473983,596.312056737589,11-Mar-18,,7,,,,,,,,,,,,,,,
OH,12-Mar-18,,21808,1392,20416,16240,10,,4.89811912225705E-04,1.25714285714286,0.9741,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,,#DIV/0!,#DIV/0!,16240,20416,13307,163744,15,,18,,,288.75,217.75,,56.2424242424242,74.5809414466131,70.7047619047619,93.7588978185993,567.078787878788,751.981630309989,11-Mar-18,,6,,,,,,,,,,,,,,,
OH,11-Mar-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,48,,,0,,0,,0,11-Mar-18,,5,,,No accidents or incidents for the week,,,,,Conveyor cover contacted the ground and wasn't recleaned. NR is closed,,,,All orders were on time and in full,,We had a large volume of clip strip orders this week,
OH,10-Mar-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,36.75,% OT,,0,,0,,0,04-Mar-18,,4,,,,,,,,,,,,,,,
OH,09-Mar-18,,20878,1633,19245,14980,56,,2.90984671343206E-03,1.2847129506008,0.6542,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,,#DIV/0!,#DIV/0!,14980,19245,9042,134168,19,,11,,,275,200.5,,54.4727272727273,74.713216957606,69.9818181818182,95.9850374064838,487.883636363636,669.167082294264,04-Mar-18,,3,,,,,,,,,,,,,,,
OH,08-Mar-18,,12298,1175,11123,8820,86,,7.7317270520543E-03,1.26111111111111,0.7778,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,13440,11836,18,0.15%,88.07%,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,13440,11836,,,0.00%,88.07%,22260,22959,9124,136112,18,,16,,,265,195.5,,84,113.86189258312,86.6377358490566,117.437340153453,513.630188679245,696.225063938619,04-Mar-18,,2,,,,,,,,,,,,,,,
OH,07-Mar-18,,18801,1104,17697,13090,43,,2.42979035994801E-03,1.35194805194805,0.5134,3400,3010,,,#DIV/0!,7,0.23%,88.53%,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,3400,3010,,,0.00%,88.53%,16490,20707,9591,120728,11,,12,,,303.5,203.75,,54.332784184514,80.9325153374233,68.2273476112026,101.629447852761,397.785831960461,592.530061349693,04-Mar-18,,1,,,,,,,,,,,,,,,
OH,06-Mar-18,,18220,1191,17029,12880,84,,4.93276175935169E-03,1.32212732919255,0.4674,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,,#DIV/0!,#DIV/0!,12880,17029,7738,110760,9,,12,,,238,183.25,,54.1176470588235,70.2864938608458,71.5504201680672,92.9276944065484,465.378151260504,604.420190995907,04-Mar-18,,0,,,,,,,,,,,,,,,
OH,05-Mar-18,,25277,2131,23146,18200,91,,3.93156484921801E-03,1.27175824175824,0.6808,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,,#DIV/0!,#DIV/0!,18200,23146,10832,137976,20,,,,,290.5,229,,62.6506024096386,79.4759825327511,79.6764199655766,101.07423580786,474.960413080895,602.515283842795,04-Mar-18,1,10,,,,,,,,,,,,,,,
OH,04-Mar-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,,,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,44.25,,,0,,0,,0,04-Mar-18,,9,,,We had an employee that slipped in the bathroom and injured his wrist,,,,,Bettermade BBQ complaint/too salty. Mac's BBQ/too salty. Replacement sent for both,,,,All orders were On time and in full,Lbs are low on 3/6 because I stopped prod. For 3 hour for Larry's funeral,,
OH,03-Mar-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,28.5,33.5,% OT,0,0,0,0,0,0,25-Feb-18,,8,,,,,,,,,,,,,,,
OH,02-Mar-18,,17402,665,16737,13090,35,,2.09117524048515E-03,1.27860962566845,0.7647,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,8470,7286,6,0.08%,86.02%,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,8470,7286,0,6,0.08%,86.02%,21560,24023,10044,146172,16,,,,,272,164.75,,79.2647058823529,130.864946889226,88.3198529411765,145.814871016692,537.397058823529,887.235204855842,25-Feb-18,,7,,,,,,,,,,,,,,,
OH,01-Mar-18,,23184,1340,21844,15750,56,,2.56363303424281E-03,1.38692063492063,0.5244,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,15750,21844,9193,110742,11,,12,,,295,171.5,,53.3898305084746,91.8367346938775,74.0474576271186,127.370262390671,375.396610169492,645.725947521866,25-Feb-18,,6,,,,,,,,,,,,,,,
OH,28-Feb-18,,20618,1556,19062,15120,14,,7.34445493652293E-04,1.26071428571429,0.6111,4040,3590,,,#DIV/0!,5,0.14%,88.86%,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,4040,3590,0,5,0.14%,88.86%,19160,22652,10469,121424,19,,13,,,307.5,178,,62.3089430894309,107.640449438202,73.6650406504065,127.258426966292,394.874796747967,682.157303370787,25-Feb-18,,5,,,,,,,,,,,,,,,
OH,27-Feb-18,,20235,1224,19011,15400,68,,3.57687654515807E-03,1.23448051948052,0.6091,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,15400,19011,10768,149088,16,,24,,,302.75,193,,50.8670520231214,79.7927461139896,62.7943848059455,98.5025906735751,492.445912469034,772.476683937824,25-Feb-18,,4,,,,,,,,,,,,,,,
OH,26-Feb-18,,27383,1731,25652,18970,82,,3.19663184157181E-03,1.35224037954665,0.5387,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,18970,25652,13552,159344,9,,16,,,310,188.25,,61.1935483870968,100.770252324037,82.7483870967742,136.265604249668,514.012903225806,846.448871181939,25-Feb-18,,3,,,,,,,,,,,,,,,
OH,25-Feb-18,,27599,1231,26368,20160,45,,1.7066140776699E-03,1.30793650793651,0.8229,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,20160,26368,11265,114480,15,,,,,299.25,171.5,,67.3684210526316,117.551020408163,88.1136173767753,153.749271137026,382.556390977444,667.521865889213,25-Feb-18,,2,,,We had -0- accidents this week.,,,,,1 Complaint for cottony product (BetterMade) 1.5oz BBQ. Replacement product wa sent out.,,,,,Fried Lbs. were down in part due to TNA tech. being here working on machines all week,,
OH,24-Feb-18,,,,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,71.75,% OT,,0,,0,,0,18-Feb-18,,1,,,,,,,,,,,,,,,
OH,23-Feb-18,,14575,1263,13312,10990,29,,2.17848557692308E-03,1.21128298453139,0.8471,,,,,#DIV/0!,,#DIV/0!,#DIV/0!,8960,8033,3,0.04%,89.65%,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,8960,8033,0,3,0.04%,89.65%,19950,21345,9529,142063,31,,,,,289.75,194.75,,68.8524590163934,102.439024390244,73.6669542709232,109.602053915276,490.295081967213,729.463414634146,18-Feb-18,,0,,,,,,,,,,,,,,,
